date,ticker,close,high,low,open,volume,daily_return,sma_50d,vol_30d,is_benchmark
2016-05-20,CM.TO,30.7455997467041,30.8577421117228,30.615270320878903,30.657702942086697,1666000,0.006348601666964493,29.876281356811525,0.10753202825162982,0
2016-05-24,CM.TO,31.142656326293945,31.27298578346466,30.894121351271302,30.915337666977933,2529000,0.01291425709242855,29.918263092041016,0.11215358845734896,0
2016-05-25,CM.TO,31.32754135131836,31.460902367150773,31.179027146126295,31.218428213347277,2219000,0.005936713396805349,29.9625048828125,0.11102794342667878,0
2016-05-26,CM.TO,31.00626564025879,31.6124487236468,30.62436965025095,31.59729322160012,3365800,-0.010255375851448645,29.998644409179686,0.11424779498665992,0
2016-05-27,CM.TO,30.972919464111328,31.11840208136353,30.83955847129305,31.057784709575866,2456400,-0.0010754657311637938,30.03645267486572,0.11376682069895898,0
2016-05-30,CM.TO,30.936559677124023,31.063857594795305,30.89715860138922,31.039612024099878,683200,-0.0011739218522630601,30.062394218444823,0.11375890205033305,0
2016-05-31,CM.TO,30.839574813842773,31.04870878842245,30.75774108732353,30.954748806234303,4949400,-0.0031349595524988727,30.088911476135255,0.11444731019285632,0
2016-06-01,CM.TO,30.894126892089844,30.91534321160159,30.3697774064347,30.733488714014424,1729400,0.00176889852004658,30.117118606567384,0.1102486794558579,0
2016-06-02,CM.TO,30.97899055480957,31.085072146836925,30.797136066704784,30.8607850219212,1926800,0.0027469189537592253,30.148640060424803,0.10733884942754793,0
2016-06-03,CM.TO,31.024442672729492,31.1456797217197,30.73347514259563,30.927453496018206,1852200,0.0014671917033417525,30.183919410705567,0.10710603128600464,0
2016-06-06,CM.TO,31.115386962890625,31.233592510244225,31.048706436197712,31.057798814854824,1625800,0.002931375468061992,30.225321922302246,0.10657790016649878,0
2016-06-07,CM.TO,31.533647537231445,31.61245199369695,31.218432023774614,31.227524400981174,2647000,0.013442242413364669,30.27133125305176,0.11263681867407546,0
2016-06-08,CM.TO,31.57911491394043,31.7185367740852,31.460909373548002,31.58214416504403,2121200,0.0014418686152719573,30.31309741973877,0.10979170598136662,0
2016-06-09,CM.TO,31.38514518737793,31.424546274314103,31.194195944180475,31.424546274314103,2321600,-0.006142342085619146,30.347953300476075,0.11167226501640329,0
2016-06-10,CM.TO,31.136600494384766,31.29420710593451,30.997176326114744,31.188125510429362,1975400,-0.00791918251482615,30.382566566467286,0.11400397177174354,0
2016-06-13,CM.TO,30.92139434814453,31.042631412725456,30.848653034357845,30.94867378606746,1831800,-0.006911677666257887,30.40960220336914,0.11523128768247787,0
2016-06-14,CM.TO,30.706205368041992,30.99111217593711,30.63952485450015,30.85169033507921,1951200,-0.006959226278081876,30.436516876220704,0.11437243329598495,0
2016-06-15,CM.TO,30.718326568603516,30.951708345187505,30.6849863148058,30.736513633114473,2313800,0.00039474758981894453,30.465735054016115,0.10310495215284188,0
2016-06-16,CM.TO,30.68195915222168,30.87593756256908,30.487978429469223,30.60618626341707,3175200,-0.0011838996600487262,30.496468353271485,0.09884053709817998,0
